# Time-averaged data for fix avacf
# TimeStep c_vacf[1] c_vacf[2] c_vacf[3] c_vacf[4]
492 0.00488813 0.0022228 0.00432148 0.0114324
493 0.00488668 0.00215519 0.00428117 0.011323
494 0.00488062 0.0020889 0.00424546 0.011215
495 0.00487025 0.00202385 0.00421468 0.0111088
496 0.0048559 0.00195998 0.00418917 0.0110051
497 0.0048379 0.0018973 0.00416927 0.0109045
498 0.00481659 0.00183585 0.00415525 0.0108077
499 0.00479232 0.00177573 0.00414736 0.0107154
500 0.00476542 0.00171707 0.00414579 0.0106283
501 0.00473626 0.00166004 0.00415066 0.010547
502 0.00470517 0.00160484 0.00416201 0.010472
503 0.00467247 0.00155169 0.00417978 0.0104039
504 0.0046385 0.00150084 0.00420384 0.0103432
505 0.00460354 0.00145255 0.00423398 0.0102901
506 0.00456789 0.0014071 0.00426991 0.0102449
507 0.00453182 0.00136475 0.00431127 0.0102078
508 0.00449557 0.00132577 0.00435763 0.010179
509 0.00445937 0.00129037 0.00440851 0.0101582
510 0.00442346 0.00125874 0.00446335 0.0101456
511 0.00438805 0.00123097 0.00452157 0.0101406
512 0.00435337 0.00120708 0.00458251 0.010143
